order,family,scientificName,vernacularName
Afrosoricida,Tenrecidae,"Echinops telfairi Martin, 1838",
Afrosoricida,Tenrecidae,"Tenrec ecaudatus (Schreber, 1778)",
Artiodactyla,Anoplotheriidae,"Anoplotherium Cuvier, 1804",
Artiodactyla,Anoplotheriidae,"Dacrytherium ovinum (Owen, 1857)",
Artiodactyla,Anoplotheriidae,"Diplobune Rütimeyer, 1862",
Artiodactyla,Anoplotheriidae,"Diplobune bavarica Fraas, 1870",
Artiodactyla,Anoplotheriidae,"Diplobune quercyi Filhol, 1877",
Artiodactyla,Anthracotheriidae,"Anthracotherium Cuvier, 1822",
Artiodactyla,Anthracotheriidae,"Bunobrachyodus Depéret, 1908",
Artiodactyla,Anthracotheriidae,"Elomeryx borbonicus Geais, 1934",
Artiodactyla,Bovidae,"Addax nasomaculatus (Blainville, 1816)",
Artiodactyla,Bovidae,"Ammotragus lervia (Pallas, 1777)",
Artiodactyla,Bovidae,"Antilope Pallas, 1766",fallow deer
Artiodactyla,Bovidae,BOLD:AAA2294,
Artiodactyla,Bovidae,BOLD:AAE3025,
Artiodactyla,Bovidae,"Bison C.H.Smith, 1827",bison
Artiodactyla,Bovidae,"Bison bison (Linnaeus, 1758)",
Artiodactyla,Bovidae,"Bison bonasus (Linnaeus, 1758)",European Bison
Artiodactyla,Bovidae,"Bison priscus (Bojanus, 1825)",
Artiodactyla,Bovidae,"Bos Linnaeus, 1758",ox
Artiodactyla,Bovidae,"Bos grunniens Linnaeus, 1766",
Artiodactyla,Bovidae,"Bos primigenius Bojanus, 1827",Oeros | Aurochs
Artiodactyla,Bovidae,"Bos priscus (Bojanus, 1825)",
Artiodactyla,Bovidae,"Bos taurus Linnaeus, 1758","Cattle, Cattle; wild cattle; antelopes; artiodactyls; mammals; vertebrates; chordates; animals, Galloway Cattle, Heck Cattle, Highland Cattle, Rund | Domestic cattle (feral)"
Artiodactyla,Bovidae,"Bos taurus primigenius Bojanus, 1827",
Artiodactyla,Bovidae,Bos taurus taurus,
Artiodactyla,Bovidae,"Boselaphus tragocamelus (Pallas, 1766)",
Artiodactyla,Bovidae,Bovidae,antelope
Artiodactyla,Bovidae,"Bubalus arnee (Kerr, 1792)",
Artiodactyla,Bovidae,"Bubalus bubalis (Linnaeus, 1758)",Domesticated Water Buffalo
Artiodactyla,Bovidae,"Bubalus bubalis arnee (Kerr, 1792)",
Artiodactyla,Bovidae,"Budorcas taxicolor Hodgson, 1850",
Artiodactyla,Bovidae,"Budorcas taxicolor bedfordi Thomas, 1911",
Artiodactyla,Bovidae,"Capra Linnaeus, 1758",
Artiodactyla,Bovidae,"Capra aegagrus Erxleben, 1777",
Artiodactyla,Bovidae,"Capra caucasica Güldenstaedt & Pallas, 1783",
Artiodactyla,Bovidae,"Capra falconeri (Wagner, 1839)",
Artiodactyla,Bovidae,"Capra hircus Linnaeus, 1758",Domesticated Goat
Artiodactyla,Bovidae,Capra hircus hircus,
Artiodactyla,Bovidae,"Capra ibex Linnaeus, 1758",Alpine Ibex
Artiodactyla,Bovidae,"Cephalophus silvicultor (Afzelius, 1815)",
Artiodactyla,Bovidae,"Deperetia Schaub, 1923",
Artiodactyla,Bovidae,"Eotragus Pilgrim, 1939",
Artiodactyla,Bovidae,"Gazellospira Pilgrim & Schaub, 1938",
Artiodactyla,Bovidae,"Hippotragus niger (Harris, 1838)",
Artiodactyla,Bovidae,"Madoqua kirkii (Günther, 1880)",
Artiodactyla,Bovidae,"Megalovis Schaub, 1924",
Artiodactyla,Bovidae,"Orygotherium escheri von Meyer, 1838",
Artiodactyla,Bovidae,"Oryx gazella (Linnaeus, 1758)",
Artiodactyla,Bovidae,"Ovibos moschatus (Zimmermann, 1780)",
Artiodactyla,Bovidae,"Ovis Linnaeus, 1758",
Artiodactyla,Bovidae,"Ovis ammon (Linnaeus, 1758)",Argali
Artiodactyla,Bovidae,"Ovis ammon musimon (Pallas, 1811)",European mouflon
Artiodactyla,Bovidae,"Ovis aries Linnaeus, 1758",Domestic Sheep
Artiodactyla,Bovidae,Ovis aries aries,
Artiodactyla,Bovidae,"Ovis aries musimon (Pallas, 1811)",
Artiodactyla,Bovidae,"Ovis gmelini Blyth, 1841",
Artiodactyla,Bovidae,"Ovis gmelini Linnaeus, 1758",Mouflon
Artiodactyla,Bovidae,"Ovis gmelinii musimon (Pallas, 1811)",European Mouflon
Artiodactyla,Bovidae,"Pelea capreolus (Forster, 1790)",
Artiodactyla,Bovidae,"Praeovibos Staudinger, 1908",
Artiodactyla,Bovidae,"Praeovibos priscus Staudinger, 1908",
Artiodactyla,Bovidae,"Redunca fulvorufula (Afzelius, 1815)",
Artiodactyla,Bovidae,"Rupicapra Blainville, 1816",
Artiodactyla,Bovidae,"Rupicapra rupicapra (Linnaeus, 1758)","Alpine Chamois or Northern Chamois, Northern Chamois"
Artiodactyla,Bovidae,Rupicapra rupicapra rupicapra,Alpine Chamois
Artiodactyla,Bovidae,"Rupicapra tragus Gray, 1843",
Artiodactyla,Bovidae,"Soergelia mayfieldi (Troxell, 1915)",
Artiodactyla,Bovidae,"Strepsiceros strepsiceros (Pallas, 1766)",
Artiodactyla,Bovidae,"Tragelaphus spekii Speke, 1863",
Artiodactyla,Cainotheriidae,"Cainotherium Bravard, 1828",
Artiodactyla,Cainotheriidae,"Cainotherium bavaricum Berger, 1959",
Artiodactyla,Cainotheriidae,"Cainotherium huerzeleri Heizmann, 1983",
Artiodactyla,Cainotheriidae,"Paroxacron bergeri Heissig, 1978",
Artiodactyla,Cainotheriidae,"Plesiomeryx cadurcensis Gervais, 1873",
Artiodactyla,Cainotheriidae,"Plesiomeryx huerzeleri Berger, 1959",
Artiodactyla,Camelidae,"Camelus bactrianus Linnaeus, 1758",
Artiodactyla,Camelidae,Camelus bactrianus bactrianus,
Artiodactyla,Camelidae,"Camelus dromedarius Linnaeus, 1758",
Artiodactyla,Camelidae,"Lama G.Cuvier, 1800",
Artiodactyla,Camelidae,"Lama glama (Linnaeus, 1758)",
Artiodactyla,Camelidae,"Lama guanicoe (Müller, 1776)",
Artiodactyla,Camelidae,"Vicugna pacos (Linnaeus, 1758)",
Artiodactyla,Camelidae,"Vicugna vicugna (Molina, 1782)",
Artiodactyla,Cebochoeridae,"Cebochoerus ruetimeyeri Stehlin, 1908",
Artiodactyla,Cebochoeridae,"Gervachoerus jaegeri (Sudre, 1978)",
Artiodactyla,Cebochoeridae,"Taucanamo sansaniense Lartet, 1851",
Artiodactyla,Cervidae,"Alces Gray, 1821",moose
Artiodactyla,Cervidae,"Alces alces (Linnaeus, 1758)","Eland | Moose | Elan | Elg, Elk, Eurasian Elk, Moose, moose"
Artiodactyla,Cervidae,Alces alces alces,European Elk
Artiodactyla,Cervidae,"Axis axis (Erxleben, 1777)",
Artiodactyla,Cervidae,"Capreolus Gray, 1821","Deer (Capreolus) unknown, roe"
Artiodactyla,Cervidae,"Capreolus capreolus (Linnaeus, 1758)","European Roe Deer, European roe deer, Roe deer"
Artiodactyla,Cervidae,Capreolus capreolus capreolus,European Roe Deer ssp capreolus
Artiodactyla,Cervidae,"Cervalces Scott, 1885",
Artiodactyla,Cervidae,"Cervalces latifrons (Johnson, 1874)",
Artiodactyla,Cervidae,Cervidae,"Deer unknown, deer"
Artiodactyla,Cervidae,"Cervus Linnaeus, 1758",
Artiodactyla,Cervidae,"Cervus anocerus Kaup, 1839",
Artiodactyla,Cervidae,"Cervus bertholdi Kaup, 1839",
Artiodactyla,Cervidae,"Cervus curtocerus Kaup, 1839",
Artiodactyla,Cervidae,"Cervus dama Linnaeus, 1758",
Artiodactyla,Cervidae,"Cervus dicranocerus Kaup, 1839",
Artiodactyla,Cervidae,"Cervus elaphus Linnaeus, 1758","Central European Red Deer, Edelhert | Red Deer (see comments), Edelhert | Red deer | Cerf | Rothirsch | Krondyr, Kronhjort, Red Deer, Red deer, red deer"
Artiodactyla,Cervidae,Cervus elaphus elaphus,Western European Red Deer
Artiodactyla,Cervidae,"Cervus nippon Temminck, 1838","Sika Deer, Sika deer"
Artiodactyla,Cervidae,"Croizetoceros ramosus (Croizet & Jobert, 1828)",
Artiodactyla,Cervidae,"Dama Frisch, 1775",
Artiodactyla,Cervidae,"Dama dama (Linnaeus, 1758)","Fallow Deer, Fallow deer, fallow deer"
Artiodactyla,Cervidae,Dama dama dama,
Artiodactyla,Cervidae,"Dicrocerus elegans Lartet, 1837",
Artiodactyla,Cervidae,"Eucladoceros Falconer, 1868",
Artiodactyla,Cervidae,"Euprox Stehlin, 1928",
Artiodactyla,Cervidae,"Heteroprox Schaub, 1928",
Artiodactyla,Cervidae,Lagomerycidae,
Artiodactyla,Cervidae,"Libralces Azzaroli, 1952",
Artiodactyla,Cervidae,"Megaloceros Brookes, 1828",Irish elk
Artiodactyla,Cervidae,"Megaloceros giganteus (Blumenbach, 1799)",
Artiodactyla,Cervidae,"Muntiacus Rafinesque, 1815",
Artiodactyla,Cervidae,"Muntiacus reevesi (Ogilby, 1839)",Reeves's Muntjac
Artiodactyla,Cervidae,"Odocoileus virginianus (Zimmermann, 1780)",
Artiodactyla,Cervidae,"Praemegaceros Portis, 1920",
Artiodactyla,Cervidae,"Procervulus Gaudry, 1877",
Artiodactyla,Cervidae,"Rangifer C.H.Smith, 1827",reindeer
Artiodactyla,Cervidae,"Rangifer tarandus (Linnaeus, 1758)","Rendier | Reindeer | Renne | Rentier | Rensdyr, reindeer"
Artiodactyla,Cervidae,"Rusa alfredi (Sclater, 1870)",
Artiodactyla,Choeropotamidae,"Amphirhagatherium Deperet, 1908",
Artiodactyla,Choeropotamidae,"Anthracobunodon Heller, 1934",
Artiodactyla,Choeropotamidae,"Choeropotamus parisiensis Cuvier, 1822",
Artiodactyla,Choeropotamidae,"Haplobunodon muelleri (Rutimeyer, 1862)",
Artiodactyla,Choeropotamidae,"Haplobunodon solodurense Stehlin, 1908",
Artiodactyla,Choeropotamidae,"Rhagatherium kowalevskyi Stehlin, 1908",
Artiodactyla,Dacrytheriidae,"Tapirulus hyracinus Gervais, 1850",
Artiodactyla,Dichobunidae,"Buxobune Sudre, 1978",
Artiodactyla,Dichobunidae,"Dichobune fraasi Schlosser, 1902",
Artiodactyla,Dichobunidae,"Hyperdichobune hammeli Sudre, 1978",
Artiodactyla,Dichobunidae,"Lutzia eckfeldensis Franzen, 1994",
Artiodactyla,Dichobunidae,"Messelobunodon ceciliensis Franzen & Krumbiegel, 1980",
Artiodactyla,Dichobunidae,"Neufferia manderscheidi Franzen, 1994",
Artiodactyla,Diorocetidae,"Amphicetus Beneden, 1880",
Artiodactyla,Entelodontidae,"Entelodon Aymard, 1848",
Artiodactyla,Eomysticetidae,"Micromysticetus tobieni (Rothausen, 1971)",
Artiodactyla,Gelocidae,"Gelocus laubei Schlosser, 1901",
Artiodactyla,Gelocidae,"Gelocus villebramarensis Brunet & Jehenne, 1976",
Artiodactyla,Gelocidae,"Paragelocus Schlosser, 1902",
Artiodactyla,Giraffidae,"Giraffa camelopardalis rothschildi Lydekker, 1903",
Artiodactyla,Giraffidae,Giraffa giraffa giraffa,
Artiodactyla,Giraffidae,"Okapia johnstoni (P.L.Sclater, 1901)",
Artiodactyla,Hippopotamidae,"Hexaprotodon liberiensis (Morton, 1849)",
Artiodactyla,Hippopotamidae,"Hippopotamus Linnaeus, 1758",hippo
Artiodactyla,Hippopotamidae,"Hippopotamus amphibius Linnaeus, 1758",hippo
Artiodactyla,Hypertragulidae,"Bachitherium curtum Filhol, 1877",
Artiodactyla,Hypertragulidae,"Bachitherium lavocati Sudre, 1986",
Artiodactyla,Lophiomerycidae,"Cryptomeryx gaudryi (Filhol, 1877)",
Artiodactyla,Moschidae,"Dremotherium guthi Jehenne, 1987",
Artiodactyla,Moschidae,"Micromeryx Lartet, 1851",
Artiodactyla,Palaeomerycidae,"Amphitragulus Pomel, 1846",
Artiodactyla,Palaeomerycidae,"Amphitragulus quercyi Filhol, 1887",
Artiodactyla,Palaeomerycidae,"Lagomeryx Roger, 1904",
Artiodactyla,Palaeomerycidae,"Lagomeryx ruetimeyeri Thenius, 1948",
Artiodactyla,Palaeomerycidae,"Palaeomeryx Meyer, 1834",
Artiodactyla,Palaeomerycidae,"Palaeomeryx kaupi von Meyer, 1834",
Artiodactyla,Suidae,"Aper Pallas, 1766",
Artiodactyla,Suidae,"Aureliachoerus Ginsburg, 1974",
Artiodactyla,Suidae,"Babyrousa babyrussa (Linnaeus, 1758)",
Artiodactyla,Suidae,"Bunolistriodon Arambourg, 1933",
Artiodactyla,Suidae,"Conohyus huenermanni Heissig, 1989",
Artiodactyla,Suidae,"Hyotherium soemmeringi von Meyer, 1834",
Artiodactyla,Suidae,"Hyotherium von Meyer, 1834",
Artiodactyla,Suidae,"Phacochoerus africanus (Gmelin, 1788)",
Artiodactyla,Suidae,"Propalaeochoerus Stehlin, 1899",
Artiodactyla,Suidae,Suidae,"Hog unknown, pig"
Artiodactyla,Suidae,"Sus Linnaeus, 1758",
Artiodactyla,Suidae,"Sus antiquus (Kaup, 1833)",
Artiodactyla,Suidae,"Sus scrofa Linnaeus, 1758","Wild Boar, Wild boar, Wild zwijn | Wild Boar"
Artiodactyla,Suidae,"Sus scrofa domesticus Linnaeus, 1758",
Artiodactyla,Suidae,"Sus scrofa meridionalis Forsyth Major, 1882",
Artiodactyla,Suidae,Sus scrofa scrofa,
Artiodactyla,Tayassuidae,"Dicotyles tajacu (Linnaeus, 1758)",
Artiodactyla,Tragulidae,"Dorcatherium Kaup, 1833",
Artiodactyla,Tragulidae,"Dorcatherium crassum Lartet, 1851",
Artiodactyla,Tragulidae,"Dorcatherium guntianum von Meyer, 1846",
Artiodactyla,Tragulidae,"Dorcatherium naui Kaup, 1833",
Artiodactyla,Tragulidae,"Dorcatherium vindobonense von Meyer, 1846",
Artiodactyla,Tragulidae,"Pseudogelocus Schlosser, 1902",
Artiodactyla,Tragulidae,Tragulidae,chevrotain
Carnivora,Adapisoriculidae,Adapisoriculidae,
Carnivora,Adapisoriculidae,"Bustylus cernaysi Gheerbrant & Russell, 1991",
Carnivora,Adapisoriculidae,"Bustylus germanicus (Russell, 1964)",
Carnivora,Amphicynodontidae,"Pachycynodon Schlosser, 1887",
Carnivora,Amphicyonidae,"Amphicyon Lartet, 1836",
Carnivora,Amphicyonidae,"Amphicyon giganteus Schinz, 1825",
Carnivora,Amphicyonidae,"Amphicyon major De Blainville, 1841",
Carnivora,Amphicyonidae,Amphicyonidae,bear-dog
Carnivora,Amphicyonidae,"Cynelos Jourdan, 1862",
Carnivora,Amphicyonidae,"Cynodictis Bravard & Pomel, 1950",
Carnivora,Amphicyonidae,"Goupilictis minor (Dehm, 1935)",
Carnivora,Amphicyonidae,"Pseudocyon steinheimensis Fraas, 1885",
Carnivora,Barbourofelidae,"Prosansanosmilus peregrinus Heizmann et al., 1980",
Carnivora,Canidae,"Alopex lagopus (Linnaeus, 1758)",
Carnivora,Canidae,Canidae,Canid unknown
Carnivora,Canidae,"Canis Linnaeus, 1758","Canid (Canis) unknown, canine"
Carnivora,Canidae,"Canis aureus Linnaeus, 1758",Golden Jackal
Carnivora,Canidae,"Canis aureus moreotica I.Geoffroy Saint-Hilaire, 1835",
Carnivora,Canidae,"Canis familiaris Linnaeus, 1758","Feral Dog, dog; coyotes; dog-like carnivores; carnivores; mammals; vertebrates; chordates; animals"
Carnivora,Canidae,"Canis latrans Say, 1823",
Carnivora,Canidae,"Canis lupus Linnaeus, 1758","Grey wolf, Wolf, gray wolf"
Carnivora,Canidae,"Canis lupus arctos Pocock, 1935",
Carnivora,Canidae,"Canis lupus familiaris Linnaeus, 1758",Wolf or Domesticated Dog
Carnivora,Canidae,Canis lupus lupus,Eurasian Wolf
Carnivora,Canidae,"Cuon Hodgson, 1838",dhole
Carnivora,Canidae,"Cuon alpinus (Pallas, 1811)",dhole
Carnivora,Canidae,"Lupus lupus Linnaeus, 1758",
Carnivora,Canidae,"Nyctereutes procyonoides (Gray, 1834)","Raccoon Dog, Raccoon dog"
Carnivora,Canidae,"Speothos venaticus (Lund, 1842)",
Carnivora,Canidae,"Urocyon cinereoargenteus (Schreber, 1775)",
Carnivora,Canidae,"Vulpes Frisch, 1775",
Carnivora,Canidae,"Vulpes corsac (Linnaeus, 1768)",
Carnivora,Canidae,"Vulpes vulpes (Linnaeus, 1758)","Fox, Red Fox, Red fox, Räv, Vos | Red fox | Renard | Fuchs | Zorro | Sølvræv, red fox"
Carnivora,Canidae,"Vulpes vulpes crucigera (Bechstein, 1789)",European Fox
Carnivora,Canidae,"Vulpes vulpes dorsalis (J.E.Gray, 1838)",Red Fox ssp dorsalis
Carnivora,Canidae,"Vulpes vulpes pusilla Blyth, 1854",
Carnivora,Canidae,Vulpes vulpes vulpes,Scandinavian Red Fox
Carnivora,Canidae,"Xenocyon lycaonoides Kretzoï, 1938",
Carnivora,Eupleridae,"Cryptoprocta ferox Bennett, 1833",
Carnivora,Felidae,"Acinonyx Brookes, 1828",cheetah
Carnivora,Felidae,"Acinonyx jubatus (Schreber, 1775)",
Carnivora,Felidae,BOLD:ADX1762,
Carnivora,Felidae,"Caracal aurata (Temminck, 1827)",
Carnivora,Felidae,Felidae,cat
Carnivora,Felidae,"Felis Linnaeus, 1758","Wildcatlike unknown, cat"
Carnivora,Felidae,"Felis aphanista Kaup, 1833",
Carnivora,Felidae,"Felis catus Linnaeus, 1758","Domesticated Cat, Huiskat | Domestic Cat"
Carnivora,Felidae,Felis domesticus,
Carnivora,Felidae,"Felis leo spelaea (Goldfuss, 1810)",
Carnivora,Felidae,"Felis prisca Kaup, 1833",
Carnivora,Felidae,"Felis silvestris Schreber, 1777","European Wildcat, Europeisk vildkatt, Wildcat, wildcat"
Carnivora,Felidae,"Felis silvestris catus Linnaeus, 1758",Wildcat or Domesticated Cat
Carnivora,Felidae,Felis silvestris silvestris,European Wildcat ssp silvestris
Carnivora,Felidae,"Homotherium Fabrini, 1890",
Carnivora,Felidae,"Leopardus pardalis (Linnaeus, 1758)",Ozelot
Carnivora,Felidae,"Lynx Kerr, 1792",lynx
Carnivora,Felidae,"Lynx lynx (Linnaeus, 1758)","Eurasian Lynx, Eurasian lynx"
Carnivora,Felidae,"Lynx lynx carpathicus Heptner, 1972",
Carnivora,Felidae,"Lynx lynx isabellinus (Blyth, 1847)",
Carnivora,Felidae,Lynx lynx lynx,
Carnivora,Felidae,"Machairodus Kaup, 1833",
Carnivora,Felidae,"Panthera Oken, 1816",
Carnivora,Felidae,"Panthera gombaszoegensis Kretzoï, 1938",
Carnivora,Felidae,"Panthera leo (Linnaeus, 1758)",lion
Carnivora,Felidae,"Panthera leo persica (Meyer, 1826)",
Carnivora,Felidae,"Panthera pardus (Linnaeus, 1758)",leopard
Carnivora,Felidae,"Panthera spelaea (Goldfuss, 1810)",
Carnivora,Felidae,"Panthera tigris altaica Temminck, 1844",
Carnivora,Felidae,"Panthera tigris sumatrae Pocock, 1929",
Carnivora,Felidae,"Prionailurus viverrinus (Bennett, 1833)",
Carnivora,Felidae,"Proailurus lemanensis Filhol, 1879",
Carnivora,Felidae,"Promegantereon ogygia (Kaup, 1833)",
Carnivora,Felidae,"Pseudaelurus lorteti Gaillard, 1899",
Carnivora,Felidae,"Pseudaelurus quadridentatus (de Blainville, 1843)",
Carnivora,Felidae,"Pseudaelurus romieviensis Roman & Viret, 1934",
Carnivora,Felidae,"Puma concolor (Linnaeus, 1771)",
Carnivora,Herpestidae,"Helogale parvula (Sundevall, 1847)",
Carnivora,Herpestidae,"Ichneumia I.Geoffroy Saint-Hilaire, 1837",
Carnivora,Herpestidae,"Mungos mungo (Gmelin, 1788)",
Carnivora,Herpestidae,"Suricata suricatta (Schreber, 1776)",
Carnivora,Hyaenidae,"Allohyaena kadici Kretzoi, 1938",
Carnivora,Hyaenidae,"Crocuta Kaup, 1828",spotted hyaena
Carnivora,Hyaenidae,"Crocuta crocuta (Erxleben, 1777)",spotted hyaena
Carnivora,Hyaenidae,"Crocuta crocuta spelaea (Goldfuss, 1823)",
Carnivora,Hyaenidae,"Crocuta spelaea Goldfuss, 1823",
Carnivora,Hyaenidae,"Herpestides antiquus de Blainville, 1842",
Carnivora,Hyaenidae,"Herpestides compactus Morlo, 1996",
Carnivora,Hyaenidae,"Hyaena Brisson, 1762",
Carnivora,Hyaenidae,"Lycyaena Hensel, 1862",
Carnivora,Hyaenidae,"Pachycrocuta Kretzoi, 1938",brown hyaena
Carnivora,Hyaenidae,"Pliocrocuta perrieri Kretzoi, 1938",
Carnivora,Hyaenidae,"Proteles cristata (Sparrman, 1783)",
Carnivora,Hyaenidae,"Protictitherium Kretzoi, 1938",
Carnivora,Mephitidae,"Mephitis mephitis (Schreber, 1776)",
Carnivora,Miacidae,"Quercygale helvetica Rutimeyer, 1882",
Carnivora,Mustelidae,BOLD:AAE9421,
Carnivora,Mustelidae,"Enhydra lutris (Linnaeus, 1758)",
Carnivora,Mustelidae,"Franconictis Wolsan, 1993",
Carnivora,Mustelidae,"Franconictis vireti (Dehm, 1950)",
Carnivora,Mustelidae,"Gulo gulo (Linnaeus, 1758)",wolverine
Carnivora,Mustelidae,"Ischyrictis Helbing, 1930",
Carnivora,Mustelidae,"Lontra canadensis (Schreber, 1777)",
Carnivora,Mustelidae,"Lutra Brisson, 1762",otter
Carnivora,Mustelidae,"Lutra lutra (Linnaeus, 1758)","Eurasian Otter, European otter"
Carnivora,Mustelidae,Lutra lutra lutra,
Carnivora,Mustelidae,"Lutra simplicidens Thenius, 1965",
Carnivora,Mustelidae,"Lutreola lutreola (Linnaeus, 1761)",
Carnivora,Mustelidae,"Martes Frisch, 1775",marten
Carnivora,Mustelidae,"Martes Pinel, 1792","Mustelid (Martes) unknown, marten"
Carnivora,Mustelidae,"Martes flavigula (Boddaert, 1785)",
Carnivora,Mustelidae,"Martes foina (Erxleben, 1777)","Beech Marten, Beech marten, Stone marten, Steenmarter | Stone marten | Fouine | Steinmarder | Husmår, Stenmård, Stone or Pine Marten"
Carnivora,Mustelidae,Martes foina foina,
Carnivora,Mustelidae,"Martes martes (Linnaeus, 1758)","Boommarter | Pine marten | Marte | Baummarder | Skovmår, European pine marten, Pine Marten, Pine marten"
Carnivora,Mustelidae,Martes martes martes,
Carnivora,Mustelidae,"Meles Brisson, 1762",badger
Carnivora,Mustelidae,"Meles meles (Linnaeus, 1758)","Das | Badger | Blaireau | Dachs | Tejón | Grævling, Eurasian Badger, Eurasian badger, European badger"
Carnivora,Mustelidae,Meles meles meles,European Badger
Carnivora,Mustelidae,"Mustela Linnaeus, 1758","Weasel-like unknown, weasel"
Carnivora,Mustelidae,"Mustela erminea Linnaeus, 1758","Beringian Ermine, Hermelin, Stoat, stoat"
Carnivora,Mustelidae,"Mustela erminea aestiva Kerr, 1792",
Carnivora,Mustelidae,"Mustela eversmanii Lesson, 1827",
Carnivora,Mustelidae,"Mustela furo Linnaeus, 1758",
