order,family,scientificName,vernacularName
Rodentia,Gliridae,"Glirudinus eggingensis Werner, 1994",
Rodentia,Gliridae,"Glirudinus glirulus Dehm, 1935",
Rodentia,Gliridae,"Glirudinus undosus Mayr, 1979",
Rodentia,Gliridae,"Glirulus diremptus Mayr, 1979",
Rodentia,Gliridae,"Glis Brisson, 1762",
Rodentia,Gliridae,"Glis glis (Linnaeus, 1766)","Edible Dormouse, Fat dormouse, Edible dormouse, edible dormouse, fat dormouse"
Rodentia,Gliridae,"Glis minor Kowalski, 1956",
Rodentia,Gliridae,"Glis sackdillingensis Heller, 1930",
Rodentia,Gliridae,"Heissigia bolligeri Prieto & Böhme, 2007",
Rodentia,Gliridae,"Heteromyoxus wetzleri (Schlosser, 1884)",
Rodentia,Gliridae,"Microdyromys complicatus De Bruijn, 1966",
Rodentia,Gliridae,"Microdyromys de Bruijn, 1966",
Rodentia,Gliridae,"Microdyromys hildebrandti Werner, 1994",
Rodentia,Gliridae,"Microdyromys legidensis Daams, 1981",
Rodentia,Gliridae,"Microdyromys monspeliensis Aguilar, 1977",
Rodentia,Gliridae,"Microdyromys praemurinus Freudenberg, 1941",
Rodentia,Gliridae,"Miodyromys Kretzoi, 1943",
Rodentia,Gliridae,"Miodyromys aegercii Baudelot, 1972",
Rodentia,Gliridae,"Miodyromys hamadryas Forsyth Major, 1899",
Rodentia,Gliridae,"Miodyromys vagus Mayr, 1979",
Rodentia,Gliridae,"Muscardinus Kaup, 1829",
Rodentia,Gliridae,"Muscardinus avellanarius (Linnaeus, 1758)",Hazel Dormouse
Rodentia,Gliridae,"Muscardinus pliocaenicus Kowalski, 1963",
Rodentia,Gliridae,"Muscardinus sansaniensis Lartet, 1856",
Rodentia,Gliridae,"Myoglis Baudelot, 1966",
Rodentia,Gliridae,"Myoglis larteti Baudelot, 1966",
Rodentia,Gliridae,"Myoglis meini de Bruijn, 1966",
Rodentia,Gliridae,"Myoxus glis (Linnaeus, 1766)",
Rodentia,Gliridae,"Oligodyromys planus (Bahlo, 1975)",
Rodentia,Gliridae,"Paraglirulus Engesser, 1972",
Rodentia,Gliridae,"Paraglirulus agelakisi Van der Meulen & De Bruijn, 1982",
Rodentia,Gliridae,"Paraglirulus werenfelsi Engesser, 1972",
Rodentia,Gliridae,"Paraglis infralactorensis (Baudelot & Collier, 1982)",
Rodentia,Gliridae,"Peridyromys Stehlin & Schaub, 1951",
Rodentia,Gliridae,"Peridyromys murinus Pomel, 1853",
Rodentia,Gliridae,"Peridyromys obtusangulus (von Meyer, 1859)",
Rodentia,Gliridae,"Plesiodyromys toriformis Werner, 1994",
Rodentia,Gliridae,"Prodryomys satus Mayr, 1979",
Rodentia,Gliridae,"Pseudodryomys De Bruijn, 1966",
Rodentia,Gliridae,"Pseudodryomys ibericus de Bruijn, 1966",
Rodentia,Gliridae,"Schizogliravus bruijni (Hugueney, 1967)",
Rodentia,Gliridae,"Schizogliravus micio (Misonne, 1957)",
Rodentia,Gliridae,"Suevoglis wannemacheri Werner, 1994",
Rodentia,Hystricidae,"Hystrix Linnaeus, 1758",porcupine
Rodentia,Hystricidae,"Hystrix cristata Linnaeus, 1758",
Rodentia,Ischyromyidae,"Ailuravus Rütimeyer, 1891",
Rodentia,Ischyromyidae,"Ailuravus macrurus Weitzel, 1949",
Rodentia,Ischyromyidae,"Ailuravus picteti Rütimeyer, 1891",
Rodentia,Ischyromyidae,"Paracitellus Dehm, 1950",
Rodentia,Ischyromyidae,"Plesiarctomys Bravard, 1848-52",
Rodentia,Muridae,"Acomys russatus (Wagner, 1840)",
Rodentia,Muridae,"Adelomyarion vireti Hugueney, 1969",
Rodentia,Muridae,"Apodemus Kaup, 1829","Eurasian Field Mouse unknown, Eurasian field mouse"
Rodentia,Muridae,"Apodemus agrarius (Pallas, 1771)","Striped Field Mouse, Striped field mouse, セスジネズミ"
Rodentia,Muridae,"Apodemus alpicola Heinrich, 1952",
Rodentia,Muridae,"Apodemus flavicollis (Melchior, 1834)","Yellow-Necked Mouse, Yellow-necked Field Mouse, Yellow-necked mouse, キクビアカネズミ"
Rodentia,Muridae,"Apodemus sylvaticus (Linnaeus, 1758)","Bosmuis | Wood mouse | Mulot gris | Waldmaus | Skovmus, Long-tailed Field Mouse, Mindre skogsmus, Wood mouse, wood mouse"
Rodentia,Muridae,"Apodemus sylvaticus spadix Fritsche, 1934",
Rodentia,Muridae,"Arvicanthis abyssinicus (Rüppell, 1842)",
Rodentia,Muridae,BOLD:AAA3964,
Rodentia,Muridae,BOLD:AAA8775,
Rodentia,Muridae,BOLD:AAB2207,
Rodentia,Muridae,"Baranomys Kormos, 1934",
Rodentia,Muridae,"Cricetodon aureus Mein & Freudenthal, 1971",
Rodentia,Muridae,"Cricetodon jotae Mein & Freudenthal, 1971",
Rodentia,Muridae,"Cricetodon jumaensis Rummel, 2001",
Rodentia,Muridae,"Cricetodon meini Freudenthal, 1963",
Rodentia,Muridae,"Cricetodon sansaniensis Lartet, 1851",
Rodentia,Muridae,"Democricetodon Fahlbusch, 1964",
Rodentia,Muridae,"Democricetodon affinis Schaub, 1925",
Rodentia,Muridae,Democricetodon brevis,
Rodentia,Muridae,"Democricetodon franconicus Fahlbusch, 1966",
Rodentia,Muridae,"Democricetodon freisingensis Fahlbusch, 1964",
Rodentia,Muridae,"Democricetodon gaillardi Schaub, 1925",
Rodentia,Muridae,"Democricetodon minor (Lartet, 1851)",
Rodentia,Muridae,"Democricetodon minor gracilis (Fahlbusch, 1964)",
Rodentia,Muridae,"Democricetodon mutilus (Fahlbusch, 1964)",
Rodentia,Muridae,"Democricetodon similis Fahlbusch, 1964",
Rodentia,Muridae,"Deperetomys hagni (Fahlbusch, 1964)",
Rodentia,Muridae,"Dolomys Nehring, 1898",
Rodentia,Muridae,"Epimys norvegicus (Berkenhout, 1769)",
Rodentia,Muridae,"Eucricetodon Thaler, 1966",
Rodentia,Muridae,"Eucricetodon collatum (Schaub, 1925)",
Rodentia,Muridae,"Eucricetodon gerandianus Gervais, 1848",
Rodentia,Muridae,"Eucricetodon haslachensis Schaub, 1925",
Rodentia,Muridae,"Eucricetodon longidens Hugueney, 1969",
Rodentia,Muridae,"Eumyarion Thaler, 1966",
Rodentia,Muridae,"Eumyarion bifidus (Fahlbusch, 1964)",
Rodentia,Muridae,"Eumyarion latior Schaub & Zapfe, 1953",
Rodentia,Muridae,"Eumyarion medius Lartet, 1851",
Rodentia,Muridae,"Eumyarion weinfurteri Schaub & Zapfe, 1953",
Rodentia,Muridae,"Fahlbuschia koenigswaldi Freudenthal, 1963",
Rodentia,Muridae,"Lartetomys zapfei Mein & Freudenthal, 1971",
Rodentia,Muridae,"Leidymys Wood, 1936",
Rodentia,Muridae,"Lemniscomys barbarus (Linnaeus, 1767)",
Rodentia,Muridae,"Megacricetodon Fahlbusch, 1964",
Rodentia,Muridae,"Megacricetodon bavaricus (Fahlbusch, 1964)",
Rodentia,Muridae,"Megacricetodon collongensis Mein, 1958",
Rodentia,Muridae,"Megacricetodon debruijni Freudenthal, 1968",
Rodentia,Muridae,"Megacricetodon gregarius (Schaub, 1925)",
Rodentia,Muridae,"Megacricetodon lappi Mein, 1958",
Rodentia,Muridae,"Megacricetodon minor Lartet, 1851",
Rodentia,Muridae,"Megacricetodon similis Fahlbusch, 1964",
Rodentia,Muridae,"Melissiodon chatticum Freudenberg, 1941",
Rodentia,Muridae,"Melissiodon dominans Dehm, 1950",
Rodentia,Muridae,"Melissiodon quercyi Schaub, 1920",
Rodentia,Muridae,"Melissiodon schlosseri Schaub, 1925",
Rodentia,Muridae,"Micromys Dehne, 1841",harvest mouse
Rodentia,Muridae,"Micromys minutus (Pallas, 1771)",Eurasian Harvest Mouse
Rodentia,Muridae,"Microtocricetus molassicus Fahlbusch & Mayr, 1975",
Rodentia,Muridae,"Mimomys Forstyth Mayor, 1902",
Rodentia,Muridae,"Mimomys occitanus Thaler, 1955",
Rodentia,Muridae,"Mimomys pliocaenicus (Forsyth Major, 1889)",
Rodentia,Muridae,Muridae,"Mouse, Murid unknown"
Rodentia,Muridae,"Mus Linnaeus, 1758",house mouse
Rodentia,Muridae,"Mus domesticus Rutty, 1772",Western house mouse
Rodentia,Muridae,"Mus domesticus Schwartz & Schwartz, 1943",
Rodentia,Muridae,"Mus minutoides A.Smith, 1834",
Rodentia,Muridae,Mus muscularus,Oostelijke huismuis | Eastern house mouse | Souris grise | Hausmaus | Husmus
Rodentia,Muridae,"Mus musculus Linnaeus, 1758",House Mouse
Rodentia,Muridae,"Mus musculus domesticus Schwarz & Schwarz, 1943",Western European House Mouse
Rodentia,Muridae,Mus musculus helgolandicus,
Rodentia,Muridae,Mus musculus musculus,
Rodentia,Muridae,"Mus spicilegus Petényi, 1882",
Rodentia,Muridae,"Neocometes similis Fahlbusch, 1966",
Rodentia,Muridae,"Neocricetodon polonicus (Fahlbusch, 1969)",
Rodentia,Muridae,"Paracricetodon Schaub, 1925",
Rodentia,Muridae,"Pliomys Méhely, 1914",
Rodentia,Muridae,"Psammomys obesus Cretzschmar, 1828",
Rodentia,Muridae,"Pseudocricetodon moguntiacus (Bahlo, 1975)",
Rodentia,Muridae,"Pseudocricetodon philippi Hugueney, 1971",
Rodentia,Muridae,"Pseudocricetodon thaleri Hugueney, 1969",
Rodentia,Muridae,"Rattus Fischer, 1803",Rat
Rodentia,Muridae,"Rattus norvegicus (Berkenhout, 1769)","Brown Rat, Brown rat"
Rodentia,Muridae,"Rattus rattus (Linnaeus, 1758)","Black rat, Ship rat, Roof Rat"
Rodentia,Muridae,Rattus rattus rattus,
Rodentia,Muridae,"Rhagapodemus Kretzoi, 1959",
Rodentia,Muridae,"Stachomys Kowalski, 1960",
Rodentia,Muridae,"Sylvaemus Ognev, 1924",
Rodentia,Muridae,"Trilophomys Depéret, 1892",
Rodentia,Muridae,"Trilophomys schaubi Fejfar, 1961",
Rodentia,Myocastoridae,"Myocastor coypus (Molina, 1782)","Coypu, Nutria"
Rodentia,Nesomyidae,"Petromyscus barbouri Shortridge & Carter, 1938",
Rodentia,Nesomyidae,"Steatomys krebsii Peters, 1852",
Rodentia,Octodontidae,"Octodon degus (Molina, 1782)",
Rodentia,Pseudosciuridae,"Pseudosciurus Hensel, 1856",
Rodentia,Rhizospalacidae,"Rhizospalax Matthew & Gidley, 1919",
Rodentia,Sciuridae,"Albanensia Daxner-Hock & Mein, 1975",
Rodentia,Sciuridae,BOLD:AAE9374,
Rodentia,Sciuridae,"Blackia Mein, 1970",
Rodentia,Sciuridae,"Blackia ulmensis Werner, 1994",
Rodentia,Sciuridae,"Callosciurus inornatus (Gray, 1867)",
Rodentia,Sciuridae,"Citellus citellus (Linnaeus, 1766)",
Rodentia,Sciuridae,"Cynomys ludovicianus (Ord, 1815)",
Rodentia,Sciuridae,"Eutamias sibiricus (Laxmann, 1769)",Siberian Chipmunk
Rodentia,Sciuridae,"Forsythia Mein, 1970",
Rodentia,Sciuridae,"Heliosciurus punctatus (Temminck, 1853)",
Rodentia,Sciuridae,"Heteroxerus Stehlin & Schaub, 1951",
Rodentia,Sciuridae,"Hylopetes Thomas, 1908",
Rodentia,Sciuridae,"Marmota Blumenbach, 1779",
Rodentia,Sciuridae,"Marmota marmota (Linnaeus, 1758)",Alpine Marmot
Rodentia,Sciuridae,"Miopetaurista Kretzoi, 1962",
Rodentia,Sciuridae,"Miopetaurista albanensis Major, 1893",
Rodentia,Sciuridae,"Miopetaurista dehmi de Bruijn et al., 1980",
Rodentia,Sciuridae,"Miopetaurista lappi Mein, 1958",
Rodentia,Sciuridae,"Palaeosciurus feignouxi Pomel, 1953",
Rodentia,Sciuridae,"Palaeosciurus goti Vianey-Liaud, 1974",
Rodentia,Sciuridae,"Palaeosciurus sutteri Ziegler & Fahlbusch, 1986",
Rodentia,Sciuridae,"Pliopetaurista Kretzoi, 1962",
Rodentia,Sciuridae,"Ratufa Gray, 1867",Asian giant squirrel
Rodentia,Sciuridae,Sciuridae,"Squirrel unknown, squirrel"
Rodentia,Sciuridae,"Sciurus Linnaeus, 1758",squirrel
Rodentia,Sciuridae,"Sciurus aureogaster F.Cuvier, 1829",
Rodentia,Sciuridae,"Sciurus carolinensis Gmelin, 1788",
Rodentia,Sciuridae,"Sciurus giganteus (Freudenberg, 1941)",
Rodentia,Sciuridae,"Sciurus niger Linnaeus, 1758",
Rodentia,Sciuridae,"Sciurus vulgaris Linnaeus, 1758","Eurasian Red Squirrel, Eurasian red squirrel, Red squirrel, Rode eekhoorn | Red squirrel | Écureuil | Eichhörnchen | Egern"
Rodentia,Sciuridae,"Sciurus vulgaris fuscoater Altum, 1876",
Rodentia,Sciuridae,"Sciurus vulgaris varius Gmelin, 1789",
Rodentia,Sciuridae,Sciurus vulgaris vulgaris,
Rodentia,Sciuridae,"Spermophilinus besanus Cuenca, 1988",
Rodentia,Sciuridae,"Spermophilinus bredai (von Meyer, 1848)",
Rodentia,Sciuridae,"Spermophilus F.Cuvier, 1825",ground squirrel
Rodentia,Sciuridae,"Spermophilus citellus (Linnaeus, 1766)",
Rodentia,Sciuridae,Spermophilus citellus citellus,
Rodentia,Sciuridae,"Tamias Illiger, 1811",chipmunk
Rodentia,Sciuridae,"Tamias sibiricus (Laxmann, 1769)",
Rodentia,Sciuridae,"Tamias striatus (Linnaeus, 1758)",Eastern Chipmunk
Rodentia,Sciuridae,"Tamiasciurus hudsonicus (Erxleben, 1777)",
Rodentia,Sciuridae,"Tamiops J.A.Allen, 1906",
Rodentia,Theridomyidae,"Archaeomys Laizer & Parieu, 1839",
Rodentia,Theridomyidae,"Blainvillimys helmeri (Vianey-Liaud, 1972)",
Rodentia,Theridomyidae,"Isoptychus Pomel, 1852",
Rodentia,Theridomyidae,"Oltinomys Stehlin, 1942",
Rodentia,Theridomyidae,"Suevosciurus Dehm, 1937",
Rodentia,Theridomyidae,"Suevosciurus fraasi (Major, 1873)",
Rodentia,Theridomyidae,Theridomyidae,
Rodentia,Theridomyidae,"Theridomys Jourdan, 1837",
Rodentia,Theridomyidae,"Toeniodus hexalophodus Bahlo, 1975",
Scandentia,Tupaiidae,"Tupaia montana Thomas, 1892",
Sirenia,Dugongidae,Dugongidae,dugong
Sirenia,Dugongidae,"Halianassa studeri (Meyer, 1837)",
Sirenia,Dugongidae,"Halitherium Kaup, 1838",
Sirenia,Dugongidae,"Halitherium bronni (Krauss, 1858)",
Sirenia,Dugongidae,"Halitherium schinzii (Kaup, 1838) Kaup, 1855",
Sirenia,Dugongidae,"Kaupitherium gruelli Voss & Hampe, 2017",
Sirenia,Dugongidae,"Metaxitherium Dilg, 1909",
Sirenia,Dugongidae,"Metaxytherium Christol, 1840",
Sirenia,Dugongidae,"Metaxytherium medium (Desmarest, 1822) Hooijer, 1952",
Sirenia,Dugongidae,"Prototherium veronense (Zigno, 1875) Zigno, 1887",
Sirenia,Protosirenidae,"Protosiren fraasi Abel, 1907",
Sirenia,Trichechidae,"Anomotherium langewieschei Siegfried, 1965",
Soricomorpha,Nyctitheriidae,"Saturninia carbonum Sigé & Storch, 2001",
Soricomorpha,Plesiosoricidae,"Butselia biveri Quinet & Misonne, 1965",
Soricomorpha,Plesiosoricidae,"Plesiosorex Pomel, 1848",
Soricomorpha,Plesiosoricidae,"Plesiosorex germanicus (Seemann, 1938)",
Soricomorpha,Plesiosoricidae,"Plesiosorex schaffneri Engesser, 1972",
Soricomorpha,Plesiosoricidae,"Plesiosorex soricinoides (Blainville, 1838)",
Soricomorpha,Soricidae,"Alloblarinella europaea (Reumer, 1984)",
Soricomorpha,Soricidae,"Allosorex gracilidens (Viret & Zapfe, 1951)",
Soricomorpha,Soricidae,"Angustidens excultus Mayr & Fahlbusch, 1975",
Soricomorpha,Soricidae,"Asoriculus Kretzoi, 1959",
Soricomorpha,Soricidae,BOLD:AAD8808,
Soricomorpha,Soricidae,BOLD:AAK7921,
Soricomorpha,Soricidae,BOLD:AAU0558,
Soricomorpha,Soricidae,"Beremendia Kormos, 1930",
Soricomorpha,Soricidae,"Carposorex Crochet, 1975",
Soricomorpha,Soricidae,"Crocidosorex Lavocat, 1951",
Soricomorpha,Soricidae,"Crocidura Wagler, 1832",
Soricomorpha,Soricidae,"Crocidura gueldenstaedtii (Pallas, 1811)",
Soricomorpha,Soricidae,"Crocidura leucodon (Hermann, 1780)","Bicolored White-toothed Shrew, Bicoloured White-toothed Shrew, bicolored shrew, Bicoloured White-toothed Shrew"
Soricomorpha,Soricidae,"Crocidura russula (Hermann, 1780)","Greater White-toothed Shrew, White-toothed Shrew"
Soricomorpha,Soricidae,Crocidura russula russula,
Soricomorpha,Soricidae,"Crocidura suaveolens (Pallas, 1811)",Lesser White-toothed Shrew
Soricomorpha,Soricidae,"Crusafontina kormosi (Bachmayer & Wilson, 1970)",
Soricomorpha,Soricidae,"Deinsdorfia Heller, 1963",
Soricomorpha,Soricidae,"Florinia stehlini (Doben-Florin, 1964)",
Soricomorpha,Soricidae,"Hemisorex Baudelot, 1967",
Soricomorpha,Soricidae,"Lartetium Ziegler, 1989",
Soricomorpha,Soricidae,"Lartetium petersbuchense Ziegler, 1989",
Soricomorpha,Soricidae,"Miosorex Kretzoi, 1959",
Soricomorpha,Soricidae,"Miosorex grivensis Depéret, 1892",
Soricomorpha,Soricidae,"Miosorex pusilliformis (Doben-Florin, 1964)",
Soricomorpha,Soricidae,"Neomys Kaup, 1829",water shrew
Soricomorpha,Soricidae,"Neomys anomalus Cabrera, 1907",Southern Water Shrew
Soricomorpha,Soricidae,"Neomys anomalus milleri Mottaz, 1907",
Soricomorpha,Soricidae,"Neomys fodiens (Pennant, 1771)","Eurasian Water Shrew, Vattennäbbmus"
Soricomorpha,Soricidae,Neomys fodiens fodiens,
Soricomorpha,Soricidae,"Neomys milleri Mottaz, 1907",
Soricomorpha,Soricidae,"Oligosorex Kretzoi, 1959",
Soricomorpha,Soricidae,"Paenelimnoecus crouzeli Baudelot, 1972",
Soricomorpha,Soricidae,"Paenelimnoecus micromorphus (Dobin-Florin, 1964)",
Soricomorpha,Soricidae,"Paenesorex bicuspis Ziegler, 2003",
Soricomorpha,Soricidae,"Parasorex Meyer, 1865",
Soricomorpha,Soricidae,"Petenyia dubia Bachmayer & Wilson, 1970",
Soricomorpha,Soricidae,"Sorex Linnaeus, 1758",long-tailed shrew
Soricomorpha,Soricidae,"Sorex alpinus Schinz, 1837",Alpine Shrew
Soricomorpha,Soricidae,"Sorex araneus Linnaeus, 1758","Common Shrew, Common Shrew / Crowned Shrew, Common shrew, Vanlig näbbmus, common shrew, eurasian shrew"
Soricomorpha,Soricidae,"Sorex coronatus Millet, 1828",Crowned Shrew
Soricomorpha,Soricidae,"Sorex minutus Linnaeus, 1766","Dvärgnäbbmus, Eurasian Pygmy Shrew, Eurasian Pygmy Shrew, Pygmy Shrew, Pygmy shrew"
Soricomorpha,Soricidae,"Sorex praealpinus Heller, 1930",
Soricomorpha,Soricidae,"Sorex runtonensis Hinton, 1911",
Soricomorpha,Soricidae,"Soricella Doben-Florin, 1964",
Soricomorpha,Soricidae,"Soricella discrepans Doben-Florin, 1964",
Soricomorpha,Soricidae,Soricidae,"Shrew, red-toothed shrew, shrew"
Soricomorpha,Soricidae,"Srinitium caeruleum Ziegler, 1998",
Soricomorpha,Soricidae,"Surdisorex Thomas, 1906",
Soricomorpha,Soricidae,"Ulmensia antecedens Ziegler, 1998",
Soricomorpha,Soricidae,"Ulmensia ehrensteinensis Ziegler, 1989",
Soricomorpha,Talpidae,"Archaeodesmana vinea (Storch, 1978)",
Soricomorpha,Talpidae,"Asthenoscapter Hutchison, 1974",
Soricomorpha,Talpidae,"Desmana Güldenstädt, 1777",Russian desman
Soricomorpha,Talpidae,"Desmana moschata (Linnaeus, 1758)",
Soricomorpha,Talpidae,"Desmana thermalis Kormos, 1930",
Soricomorpha,Talpidae,"Desmanella Engesser, 1972",
Soricomorpha,Talpidae,"Desmanella engesseri Ziegler, 1985",
Soricomorpha,Talpidae,"Desmanella gudrunae van den Hoek Ostende & Fejfar, 2006",
Soricomorpha,Talpidae,"Desmanella quinquecuspidata Mayr & Fahlbusch, 1975",
Soricomorpha,Talpidae,"Desmanella rietscheli Storch & Dahlmann, 2000",
Soricomorpha,Talpidae,"Desmanella stehlini Engesser, 1972",
Soricomorpha,Talpidae,"Desmanodon antiquus Ziegler, 1985",
Soricomorpha,Talpidae,"Desmanodon crocheti Prieto, 2010",
Soricomorpha,Talpidae,"Geotrypus Pomel, 1848",
Soricomorpha,Talpidae,"Geotrypus antiquus (de Blainville, 1840)",
Soricomorpha,Talpidae,"Geotrypus ehrensteinensis Ziegler, 1990",
Soricomorpha,Talpidae,"Geotrypus montisasini Ziegler, 1990",
Soricomorpha,Talpidae,"Geotrypus tomerdingensis (Tobien, 1939)",
Soricomorpha,Talpidae,"Hugueneya primitiva (Hutchison, 1974)",
Soricomorpha,Talpidae,"Leptoscaptor bavaricum Ziegler, 2003",
Soricomorpha,Talpidae,"Leptoscaptor robustior Ziegler, 2003",
Soricomorpha,Talpidae,"Mygalea antiqua Pomel, 1848",
Soricomorpha,Talpidae,"Mygalea jaegeri (Seemann, 1938)",
Soricomorpha,Talpidae,"Mygalea magna Ziegler, 1990",
Soricomorpha,Talpidae,"Mygatalpa Schreuder, 1940",
Soricomorpha,Talpidae,"Myxomygale antiqua Filhol, 1890",
Soricomorpha,Talpidae,"Myxomygale engesseri Doukas, 1986",
Soricomorpha,Talpidae,"Myxomygale gracilis Ziegler, 2003",
Soricomorpha,Talpidae,"Myxomygale hutchisoni (Ziegler, 1985)",
Soricomorpha,Talpidae,"Paratalpa brachychir (v.Meyer, 1846)",
Soricomorpha,Talpidae,"Paratalpa meyeri (Schlosser, 1877)",
Soricomorpha,Talpidae,"Paratalpa micheli Lavocat, 1951",
Soricomorpha,Talpidae,"Proscapanus Gaillard, 1899",
Soricomorpha,Talpidae,"Proscapanus intercedens Ziegler, 1985",
Soricomorpha,Talpidae,"Proscapanus sansaniensis Lartet, 1851",
Soricomorpha,Talpidae,"Scaptonyx Milne-Edwards, 1872",Long-tailed mole
Soricomorpha,Talpidae,"Scaptonyx edwardsi Gaillard, 1899",
Soricomorpha,Talpidae,"Talpa Linnaeus, 1758",
Soricomorpha,Talpidae,"Talpa caeca Savi, 1822",
Soricomorpha,Talpidae,"Talpa episcopalis Kormos, 1930",
Soricomorpha,Talpidae,"Talpa europaea Linnaeus, 1758","Common mole, European Mole, Mullvad"
Soricomorpha,Talpidae,"Talpa europaea cinerea Gmelin, 1788",
Soricomorpha,Talpidae,Talpa europaea europaea,
Soricomorpha,Talpidae,"Talpa fossilis Petenyi, 1864",
Soricomorpha,Talpidae,"Talpa gilothi Storch, 1978",
Soricomorpha,Talpidae,"Talpa minor Freudenberg, 1914",
Soricomorpha,Talpidae,"Talpa minuta Blainville, 1840",
Soricomorpha,Talpidae,"Talpa tenuidentata Ziegler, 1990",
Soricomorpha,Talpidae,"Talpa vallesensis Villalta & Crusafont, 1944",
Soricomorpha,Talpidae,Talpidae,"Mole, mole"
Soricomorpha,Talpidae,"Tenuibrachiatum storchi Ziegler, 2003",
Soricomorpha,Talpidae,"Urotrichus dolichochir (Gaillard, 1899)",
